"Termin";"Temperatur-Mittel";"Min.Temp. 5cm";"Max. Temp.";"Min. Temp.";"Niederschlag";"Niederschl. Ind";"Gesamtschnee";"Luftdruck";"Luftfeuchte";"Dampfdruck";"Luftdruck red";"Sonnenschein";"Bewoelkung";"Wind-Mittel";"Maximum Windspitze";"Qualitaet";"Klimaeinschaetzung";"Schneefallgrenze";"Grosswetterlage"
"31.03.1995";"1,0";"-2,0";"5,0";"-1,5";"3,3";"8";"0";"966,0";"72,0";"4,70";"1030,9";"5,1";"7,3";"3,2";"12,3";"10";"vorfrühlingshaft";"119";"NWZ"
"01.04.1995";"5,3";"0,2";"7,1";"0,2";"8,9";"6";"0";"963,6";"98,0";"8,40";"1027,2";"0,0";"8,0";"5,0";"12,3";"10";"vorfrühlingshaft";"987";"NWZ"
"02.04.1995";"11,0";"5,0";"14,8";"7,1";"0,0";"0";"0";"963,8";"72,0";"9,30";"1026,1";"7,3";"3,7";"4,6";"13,9";"10";"ausgeprägt frühlingshaft";"";"NWA"
"03.04.1995";"14,8";"5,9";"21,2";"7,0";"0,0";"0";"0";"955,8";"40,0";"6,40";"1016,8";"10,8";"1,0";"3,2";"10,3";"10";"sommerlich";"";"NWA"
"04.04.1995";"14,4";"8,3";"20,0";"11,2";"0,0";"0";"0";"956,1";"55,0";"9,30";"1017,1";"9,7";"4,0";"3,6";"13,9";"10";"sommerlich";"";"NWA"
"05.04.1995";"13,1";"6,6";"19,5";"9,2";"1,6";"6";"0";"958,8";"69,0";"10,50";"1020,3";"8,1";"2,7";"1,2";"10,3";"10";"sommerlich";"1858";"NWA"
"06.04.1995";"12,8";"8,8";"15,5";"9,7";"0,0";"0";"0";"959,6";"64,0";"9,50";"1021,2";"2,0";"6,0";"2,7";"10,3";"10";"ausgeprägt frühlingshaft";"";"NWA"
"07.04.1995";"12,1";"8,4";"14,5";"9,0";"3,6";"6";"0";"956,0";"70,0";"9,70";"1017,5";"1,9";"7,0";"3,8";"13,4";"10";"ausgeprägt frühlingshaft";"1711";"NWA"
"08.04.1995";"4,8";"3,8";"13,0";"3,7";"1,1";"8";"0";"955,1";"57,0";"4,90";"1018,3";"6,0";"6,3";"4,3";"13,9";"10";"ausgeprägt frühlingshaft";"465";"HB"
"09.04.1995";"2,4";"-0,9";"5,7";"-0,2";"0,0";"7";"0";"958,7";"63,0";"4,40";"1022,8";"3,8";"5,7";"2,5";"11,8";"10";"vorfrühlingshaft";"221";"HB"
"10.04.1995";"5,6";"1,0";"8,5";"1,6";"0,0";"6";"0";"956,1";"71,0";"6,50";"1019,2";"1,7";"7,7";"2,2";"8,7";"10";"andeutungsweise frühlingshaft";"730";"HB"
"11.04.1995";"6,1";"4,8";"8,0";"4,7";"3,6";"6";"0";"959,2";"93,0";"8,70";"1022,3";"0,0";"8,0";"2,1";"7,7";"10";"vorfrühlingshaft";"1062";"HB"
"12.04.1995";"6,6";"4,8";"9,5";"5,3";"3,3";"6";"0";"959,6";"85,0";"8,20";"1022,6";"0,7";"7,3";"1,8";"8,2";"10";"andeutungsweise frühlingshaft";"1043";"HB"
"13.04.1995";"5,7";"4,4";"10,7";"3,9";"0,0";"7";"0";"962,4";"69,0";"6,40";"1025,9";"6,0";"6,3";"2,4";"11,3";"10";"andeutungsweise frühlingshaft";"715";"HB"
"14.04.1995";"1,8";"0,2";"5,6";"0,9";"8,3";"8";"0";"964,1";"95,0";"6,50";"1028,6";"1,6";"7,7";"1,5";"10,3";"10";"vorfrühlingshaft";"425";"HB"
"15.04.1995";"3,1";"1,2";"4,5";"1,2";"5,1";"8";"0";"955,3";"98,0";"7,40";"1018,9";"0,0";"8,0";"3,0";"10,8";"10";"vorfrühlingshaft";"653";"TRM"
"16.04.1995";"5,3";"1,9";"7,9";"2,8";"0,5";"6";"0";"948,3";"82,0";"7,40";"1010,9";"1,3";"7,3";"2,2";"8,2";"10";"vorfrühlingshaft";"821";"TRM"
"17.04.1995";"6,6";"2,4";"9,4";"2,9";"0,1";"6";"0";"946,9";"75,0";"7,10";"1009,1";"1,9";"8,0";"5,6";"17,5";"10";"vorfrühlingshaft";"932";"TRM"
"18.04.1995";"10,8";"7,0";"14,2";"6,7";"0,1";"6";"0";"941,7";"68,0";"8,70";"1002,6";"2,4";"7,7";"5,4";"19,5";"10";"andeutungsweise frühlingshaft";"1482";"TRM"
"19.04.1995";"12,0";"5,6";"18,2";"8,1";"0,9";"6";"0";"940,4";"68,0";"9,60";"1000,9";"8,3";"7,3";"2,4";"13,4";"10";"frühlingshaft";"1679";"TRW"
"20.04.1995";"5,2";"3,1";"10,8";"3,6";"0,0";"0";"0";"950,6";"82,0";"7,10";"1013,4";"0,0";"7,7";"2,5";"13,9";"10";"andeutungsweise frühlingshaft";"";"TRW"
"21.04.1995";"12,8";"2,7";"18,7";"3,8";"0,0";"0";"0";"949,9";"67,0";"9,30";"1010,9";"6,8";"6,7";"1,9";"8,0";"10";"frühlingshaft";"";"TRW"
"22.04.1995";"18,5";"9,4";"22,8";"12,5";"0,0";"0";"0";"949,9";"39,0";"8,30";"1009,7";"4,0";"6,0";"2,7";"10,3";"10";"sommerlich";"";"SEZ"
"23.04.1995";"16,9";"8,7";"22,7";"9,3";"0,0";"0";"0";"952,1";"58,0";"10,40";"1012,3";"5,7";"6,0";"2,1";"9,3";"10";"sommerlich";"";"SEZ"
"24.04.1995";"18,0";"6,6";"24,8";"10,0";"0,0";"0";"0";"942,2";"44,0";"9,10";"1001,6";"11,1";"4,0";"2,5";"10,3";"10";"sommerlich";"";"SEZ"
"25.04.1995";"12,8";"10,3";"17,0";"11,5";"2,5";"6";"0";"933,5";"78,0";"11,80";"993,4";"0,9";"7,0";"1,8";"9,3";"10";"ausgeprägt frühlingshaft";"2016";"SEZ"
"26.04.1995";"8,6";"5,9";"11,6";"7,2";"0,0";"6";"0";"937,2";"86,0";"9,60";"998,3";"0,0";"7,7";"4,1";"13,9";"10";"andeutungsweise frühlingshaft";"1408";"SEZ"
"27.04.1995";"9,9";"7,4";"12,4";"8,0";"0,0";"6";"0";"943,0";"81,0";"10,00";"1004,2";"1,2";"6,7";"2,9";"8,2";"10";"andeutungsweise frühlingshaft";"1544";"HNA"
"28.04.1995";"11,7";"7,6";"14,7";"8,4";"0,0";"6";"0";"950,8";"81,0";"11,20";"1012,0";"2,5";"4,3";"1,4";"6,2";"10";"ausgeprägt frühlingshaft";"1846";"HNA"
"29.04.1995";"14,7";"4,0";"19,4";"5,7";"6,4";"6";"0";"953,5";"60,0";"9,40";"1014,3";"7,2";"7,0";"0,9";"6,2";"10";"frühlingshaft";"1952";"HNA"
"30.04.1995";"12,6";"9,5";"15,5";"9,9";"4,1";"6";"0";"958,0";"79,0";"11,20";"1019,5";"1,9";"7,7";"1,7";"6,7";"10";"ausgeprägt frühlingshaft";"1961";"HNA"
"01.05.1995";"12,6";"9,4";"17,6";"10,2";"1,5";"6";"0";"960,3";"83,0";"12,10";"1021,9";"3,3";"6,7";"1,7";"9,8";"10";"frühlingshaft";"2031";"HNA"
"02.05.1995";"12,5";"9,3";"16,5";"9,2";"0,0";"0";"0";"963,9";"59,0";"8,30";"1025,9";"10,5";"3,0";"2,4";"8,7";"10";"frühlingshaft";"";"HM"
"03.05.1995";"13,3";"5,0";"18,0";"6,5";"0,0";"0";"0";"965,0";"43,0";"6,30";"1026,9";"12,8";"0,3";"2,0";"10,3";"10";"sommerlich";"";"HM"
"04.05.1995";"15,5";"4,0";"20,8";"5,5";"0,0";"0";"0";"962,9";"47,0";"8,00";"1024,2";"11,7";"4,3";"1,0";"6,2";"10";"sommerlich";"";"HM"
"05.05.1995";"17,6";"8,4";"23,0";"9,3";"0,0";"0";"0";"960,7";"49,0";"9,50";"1021,3";"12,8";"2,7";"1,1";"6,2";"10";"sommerlich";"";"HM"
"06.05.1995";"19,2";"8,8";"24,7";"11,5";"0,0";"0";"0";"955,6";"48,0";"10,40";"1015,5";"13,0";"2,7";"1,5";"8,2";"10";"sommerlich";"";"HM"
"07.05.1995";"18,2";"10,4";"24,3";"12,9";"0,4";"6";"0";"954,0";"49,0";"10,60";"1014,1";"10,6";"2,0";"2,0";"12,3";"10";"sommerlich";"2270";"HM"
"08.05.1995";"18,0";"12,0";"21,0";"14,3";"15,3";"6";"0";"951,6";"54,0";"11,60";"1011,5";"7,4";"5,0";"3,9";"16,5";"10";"sommerlich";"2373";"NZ"
"09.05.1995";"12,0";"10,0";"16,8";"9,9";"0,0";"0";"0";"951,8";"58,0";"8,10";"1013,1";"7,1";"6,7";"3,0";"11,3";"10";"frühlingshaft";"";"NZ"
"10.05.1995";"11,3";"7,9";"13,4";"8,8";"0,0";"6";"0";"950,7";"60,0";"8,10";"1012,1";"1,7";"7,3";"1,2";"5,1";"10";"ausgeprägt frühlingshaft";"1414";"NZ"
"11.05.1995";"11,9";"6,6";"14,7";"8,7";"0,1";"6";"0";"943,0";"64,0";"8,80";"1003,7";"0,7";"7,3";"2,1";"6,7";"10";"ausgeprägt frühlingshaft";"1587";"NZ"
"12.05.1995";"14,1";"8,5";"17,8";"9,3";"3,3";"6";"0";"932,9";"77,0";"12,40";"992,4";"3,3";"7,0";"2,2";"8,2";"10";"frühlingshaft";"2239";"TRM"
"13.05.1995";"6,8";"9,9";"14,0";"4,4";"43,4";"6";"0";"935,4";"99,0";"10,30";"996,8";"0,0";"8,0";"3,9";"12,9";"10";"andeutungsweise frühlingshaft";"1283";"TRM"
"14.05.1995";"6,0";"1,3";"7,6";"3,8";"1,4";"6";"0";"955,1";"78,0";"7,20";"1018,0";"1,9";"7,7";"2,8";"9,8";"10";"vorfrühlingshaft";"871";"TRM"
"15.05.1995";"9,8";"1,6";"14,3";"2,3";"0,0";"0";"0";"953,6";"59,0";"6,90";"1015,5";"12,0";"2,7";"1,5";"4,6";"10";"frühlingshaft";"";"TRM"
"16.05.1995";"13,4";"3,7";"16,2";"5,0";"0,5";"6";"0";"947,7";"61,0";"9,20";"1008,4";"3,9";"6,7";"1,2";"4,1";"10";"ausgeprägt frühlingshaft";"1766";"TRM"
"17.05.1995";"14,6";"8,9";"17,9";"10,9";"0,0";"6";"0";"944,9";"58,0";"9,60";"1005,2";"9,5";"5,7";"3,6";"14,9";"10";"frühlingshaft";"1904";"TRM"
"18.05.1995";"12,2";"9,5";"16,3";"11,1";"1,2";"6";"0";"944,9";"77,0";"11,10";"1005,7";"1,2";"8,0";"2,5";"8,7";"10";"ausgeprägt frühlingshaft";"1872";"TRM"
"19.05.1995";"8,6";"6,3";"11,1";"6,6";"1,4";"6";"0";"953,7";"76,0";"8,60";"1015,9";"0,2";"8,0";"1,5";"6,2";"10";"andeutungsweise frühlingshaft";"1243";"TRM"
"20.05.1995";"7,4";"6,0";"11,0";"6,1";"3,8";"6";"0";"960,0";"86,0";"9,00";"1022,9";"1,2";"7,7";"2,1";"7,2";"10";"andeutungsweise frühlingshaft";"1182";"TRM"
"21.05.1995";"10,1";"4,6";"13,5";"5,4";"1,3";"6";"0";"963,0";"71,0";"8,70";"1025,4";"6,1";"5,7";"1,4";"4,1";"10";"ausgeprägt frühlingshaft";"1395";"HM"
"22.05.1995";"12,1";"4,4";"15,0";"5,6";"0,0";"0";"0";"958,8";"57,0";"8,10";"1020,5";"7,2";"2,7";"1,6";"6,2";"10";"frühlingshaft";"";"HM"
"23.05.1995";"16,3";"4,5";"21,6";"5,6";"0,0";"0";"0";"952,5";"51,0";"9,00";"1012,9";"12,0";"2,7";"1,2";"5,1";"10";"sommerlich";"";"HM"
"24.05.1995";"19,4";"8,1";"24,3";"10,4";"0,0";"6";"0";"950,5";"50,0";"10,90";"1010,1";"12,0";"2,7";"1,3";"6,7";"10";"sommerlich";"2507";"HM"
"25.05.1995";"21,1";"11,0";"25,8";"14,5";"0,0";"0";"0";"951,3";"51,0";"12,20";"1010,5";"10,0";"3,0";"1,5";"8,2";"10";"sommerlich";"";"TRW"
"26.05.1995";"18,3";"13,2";"21,9";"15,3";"0,6";"6";"0";"952,9";"80,0";"16,70";"1012,7";"3,7";"7,3";"2,2";"7,7";"10";"frühlingshaft";"3127";"TRW"
"27.05.1995";"16,9";"13,1";"20,2";"14,3";"0,0";"6";"0";"958,0";"72,0";"14,00";"1018,5";"7,2";"5,0";"2,9";"10,3";"10";"frühlingshaft";"2619";"TRW"
"28.05.1995";"20,2";"10,3";"24,5";"11,7";"0,0";"0";"0";"959,7";"59,0";"13,20";"1019,6";"13,2";"0,7";"1,6";"6,7";"10";"sommerlich";"";"TRW"
"29.05.1995";"20,9";"12,0";"26,0";"14,1";"22,1";"6";"0";"955,7";"60,0";"15,00";"1015,2";"11,8";"4,7";"2,0";"";"10";"sommerlich";"3083";"TRW"
"30.05.1995";"16,0";"14,4";"19,1";"14,4";"0,1";"6";"0";"952,7";"85,0";"15,50";"1013,0";"0,0";"6,3";"1,3";"3,1";"10";"frühlingshaft";"2759";"TRW"
"31.05.1995";"15,7";"14,0";"17,6";"14,2";"9,9";"6";"0";"947,9";"90,0";"16,20";"1008,0";"0,0";"8,0";"2,0";"12,3";"10";"ausgeprägt frühlingshaft";"2821";"TRW"
"01.06.1995";"11,2";"13,3";"15,4";"9,6";"80,0";"6";"0";"948,3";"98,0";"13,60";"1009,4";"0,0";"8,0";"2,6";"";"10";"ausgeprägt frühlingshaft";"2053";"TRM"
"02.06.1995";"10,6";"8,2";"13,1";"8,3";"6,3";"6";"0";"954,1";"87,0";"11,10";"1015,8";"1,1";"8,0";"1,9";"";"10";"andeutungsweise frühlingshaft";"1747";"TRM"
"03.06.1995";"14,8";"9,2";"18,8";"9,2";"0,0";"6";"0";"955,3";"65,0";"10,60";"1016,2";"7,7";"3,7";"1,0";"10,3";"10";"frühlingshaft";"2074";"TRM"
"04.06.1995";"13,4";"9,2";"16,8";"9,8";"0,0";"6";"0";"955,8";"74,0";"11,40";"1017,0";"2,6";"5,7";"1,4";"";"10";"ausgeprägt frühlingshaft";"2012";"TRM"
"05.06.1995";"11,7";"8,9";"14,8";"9,7";"11,3";"6";"0";"955,2";"91,0";"12,80";"1016,7";"0,1";"7,7";"1,5";"";"10";"ausgeprägt frühlingshaft";"2016";"TRM"
"06.06.1995";"11,2";"9,0";"12,4";"8,7";"30,1";"6";"0";"955,5";"98,0";"13,00";"1017,1";"0,0";"8,0";"2,3";"6,7";"10";"andeutungsweise frühlingshaft";"2041";"TRM"
"07.06.1995";"14,0";"11,3";"17,4";"11,3";"0,0";"6";"0";"954,4";"80,0";"12,50";"1015,3";"0,4";"7,3";"1,4";"6,2";"10";"ausgeprägt frühlingshaft";"2245";"TRM"
"08.06.1995";"14,8";"11,0";"20,3";"12,0";"9,6";"6";"0";"952,0";"71,0";"12,20";"1012,6";"1,7";"7,3";"1,4";"4,1";"10";"frühlingshaft";"2209";"TRM"
"09.06.1995";"9,6";"10,3";"12,7";"9,0";"3,2";"6";"0";"954,9";"93,0";"11,30";"1016,9";"0,4";"5,7";"1,8";"6,7";"10";"andeutungsweise frühlingshaft";"1662";"TRM"
"10.06.1995";"13,8";"5,3";"17,4";"5,4";"5,1";"6";"0";"950,6";"73,0";"11,30";"1011,4";"4,1";"6,7";"1,3";"6,2";"10";"frühlingshaft";"2071";"TRM"
"11.06.1995";"10,8";"10,4";"14,6";"9,9";"7,2";"6";"0";"947,1";"83,0";"10,90";"1008,3";"0,0";"7,7";"1,5";"5,1";"10";"ausgeprägt frühlingshaft";"1727";"TRM"
"12.06.1995";"11,6";"9,4";"12,8";"9,1";"0,6";"6";"0";"947,2";"80,0";"10,80";"1008,2";"0,0";"7,7";"0,9";"";"10";"andeutungsweise frühlingshaft";"1816";"TRM"
"13.06.1995";"12,5";"10,0";"15,9";"9,9";"26,1";"6";"0";"950,6";"83,0";"12,10";"1011,6";"2,5";"6,7";"1,1";"";"10";"ausgeprägt frühlingshaft";"2029";"TRM"
"14.06.1995";"10,4";"8,5";"12,1";"8,4";"2,1";"6";"0";"953,8";"88,0";"11,10";"1015,5";"0,2";"7,0";"2,4";"6,7";"10";"andeutungsweise frühlingshaft";"1728";"TRM"
"15.06.1995";"14,4";"8,4";"18,1";"8,5";"2,2";"6";"0";"954,1";"68,0";"10,70";"1015,0";"6,3";"7,0";"1,6";"5,7";"10";"frühlingshaft";"2070";"TRM"
"16.06.1995";"13,8";"10,5";"17,5";"10,6";"1,3";"6";"0";"954,9";"69,0";"10,90";"1015,9";"5,5";"6,3";"2,3";"9,3";"10";"frühlingshaft";"1984";"TRM"
"17.06.1995";"17,8";"10,3";"22,1";"10,7";"0,7";"6";"0";"953,2";"51,0";"10,20";"1013,3";"9,8";"5,0";"2,6";"9,3";"10";"sommerlich";"2258";"WZ"
"18.06.1995";"15,1";"12,2";"17,0";"13,0";"4,8";"6";"0";"954,5";"88,0";"14,90";"1015,1";"0,1";"7,3";"1,6";"9,3";"10";"ausgeprägt frühlingshaft";"2634";"WZ"
"19.06.1995";"18,8";"14,0";"23,5";"14,0";"0,0";"0";"0";"959,1";"71,0";"14,90";"1019,2";"8,8";"3,3";"1,4";"4,6";"10";"sommerlich";"";"WZ"
"20.06.1995";"22,8";"13,2";"27,4";"13,8";"0,0";"0";"0";"958,9";"56,0";"15,10";"1018,2";"13,2";"1,0";"1,3";"5,7";"10";"sommerlich";"";"WZ"
"21.06.1995";"21,0";"16,8";"24,2";"17,7";"1,9";"6";"0";"958,7";"71,0";"18,00";"1018,3";"3,8";"6,7";"2,2";"9,8";"10";"sommerlich";"3447";"WZ"
"22.06.1995";"14,8";"14,6";"19,6";"12,9";"0,2";"6";"0";"957,9";"62,0";"10,70";"1018,9";"6,7";"6,3";"2,4";"7,2";"10";"frühlingshaft";"2006";"HB"
"23.06.1995";"11,2";"9,8";"14,4";"9,8";"0,8";"6";"0";"954,5";"75,0";"10,00";"1016,1";"3,2";"6,3";"1,9";"7,2";"10";"ausgeprägt frühlingshaft";"1650";"HB"
"24.06.1995";"11,7";"9,0";"14,6";"9,1";"3,2";"6";"0";"954,3";"79,0";"11,00";"1015,8";"0,5";"8,0";"1,5";"5,1";"10";"ausgeprägt frühlingshaft";"1806";"HB"
"25.06.1995";"13,0";"10,3";"14,3";"10,3";"6,7";"6";"0";"958,3";"98,0";"14,60";"1019,6";"0,0";"7,7";"2,1";"5,7";"10";"ausgeprägt frühlingshaft";"2396";"HB"
"26.06.1995";"17,9";"12,3";"22,0";"13,0";"0,0";"6";"0";"958,2";"73,0";"14,60";"1018,5";"5,5";"5,0";"1,6";"5,1";"10";"sommerlich";"2845";"HB"
"27.06.1995";"19,7";"13,4";"23,4";"14,1";"0,0";"0";"0";"956,5";"68,0";"15,50";"1016,3";"8,5";"3,7";"1,9";"6,5";"10";"sommerlich";"";"HB"
"28.06.1995";"20,9";"14,5";"25,2";"15,7";"0,0";"0";"0";"954,2";"50,0";"12,60";"1013,7";"13,3";"1,7";"1,9";"7,2";"10";"sommerlich";"";"HB"
"29.06.1995";"20,8";"12,6";"25,6";"13,6";"0,0";"0";"0";"953,8";"49,0";"12,00";"1013,3";"13,2";"0,7";"1,2";"5,1";"10";"sommerlich";"";"NWA"
"30.06.1995";"23,0";"13,5";"28,3";"14,3";"0,0";"0";"0";"954,1";"50,0";"13,70";"1013,1";"13,2";"0,3";"0,8";"4,1";"10";"sommerlich";"";"NWA"
"01.07.1995";"23,2";"15,0";"30,3";"16,3";"11,4";"8";"0";"953,2";"55,0";"15,60";"1012,1";"12,1";"3,3";"1,4";"21,6";"10";"sommerlich";"3385";"NWA"
"02.07.1995";"19,7";"16,2";"28,3";"16,9";"3,8";"6";"0";"947,8";"74,0";"17,30";"1007,0";"7,8";"5,0";"1,8";"12,2";"10";"sommerlich";"3277";"NWA"
"03.07.1995";"17,1";"15,5";"20,5";"16,3";"3,1";"6";"0";"944,9";"83,0";"16,40";"1004,5";"1,4";"7,0";"2,0";"7,7";"10";"herbstlich";"2962";"NWZ"
"04.07.1995";"17,8";"14,0";"21,2";"14,5";"0,0";"6";"0";"952,7";"68,0";"13,90";"1012,7";"6,6";"6,3";"2,6";"8,7";"10";"sommerlich";"2704";"NWZ"
"05.07.1995";"19,2";"14,7";"22,3";"15,9";"0,0";"0";"0";"957,6";"56,0";"12,40";"1017,6";"5,2";"6,3";"1,3";"5,7";"10";"sommerlich";"";"NWZ"
"06.07.1995";"19,7";"13,2";"23,2";"13,9";"0,0";"0";"0";"958,3";"56,0";"12,80";"1018,3";"8,9";"2,3";"0,8";"4,6";"10";"sommerlich";"";"BM"
"07.07.1995";"21,8";"13,2";"26,3";"13,7";"0,0";"0";"0";"957,3";"51,0";"13,10";"1016,7";"12,9";"0,3";"1,5";"7,7";"10";"sommerlich";"";"BM"
"08.07.1995";"23,6";"13,9";"29,5";"15,0";"0,0";"0";"0";"958,1";"52,0";"15,00";"1017,2";"13,1";"0,3";"1,1";"6,2";"10";"sommerlich";"";"BM"
"09.07.1995";"25,8";"16,3";"30,8";"17,3";"0,0";"0";"0";"957,2";"52,0";"16,70";"1015,7";"12,5";"1,0";"1,0";"5,1";"10";"sommerlich";"";"BM"
"10.07.1995";"25,1";"18,0";"30,8";"19,1";"0,0";"0";"0";"952,7";"54,0";"17,20";"1011,1";"8,5";"4,0";"1,3";"5,7";"10";"sommerlich";"";"HNFA"
"11.07.1995";"22,2";"18,1";"31,0";"17,9";"17,0";"6";"0";"949,1";"64,0";"17,50";"1007,9";"9,9";"5,0";"1,9";"19,5";"10";"sommerlich";"3502";"HNFA"
"12.07.1995";"22,0";"16,3";"26,0";"16,6";"0,6";"6";"0";"952,2";"72,0";"18,50";"1011,2";"5,6";"4,7";"1,6";"5,7";"10";"sommerlich";"3724";"HNFA"
"13.07.1995";"25,4";"17,9";"29,6";"18,5";"0,9";"6";"0";"952,3";"58,0";"18,40";"1010,6";"11,1";"4,3";"1,2";"8,2";"10";"sommerlich";"3981";"HNFA"
"14.07.1995";"21,0";"17,8";"29,0";"16,9";"34,6";"6";"0";"952,7";"70,0";"17,90";"1011,9";"9,1";"5,3";"2,3";"13,9";"10";"sommerlich";"3429";"HNFA"
"15.07.1995";"19,6";"16,3";"23,6";"16,6";"1,9";"6";"0";"953,4";"77,0";"17,50";"1013,0";"7,0";"5,0";"1,6";"9,8";"10";"sommerlich";"3330";"HNFA"
"16.07.1995";"18,4";"15,7";"22,6";"16,8";"6,2";"6";"0";"953,2";"74,0";"16,20";"1013,0";"6,3";"3,7";"2,5";"10,3";"10";"sommerlich";"2985";"WA"
"17.07.1995";"20,5";"14,1";"24,1";"14,6";"0,0";"0";"0";"954,6";"56,0";"13,00";"1014,1";"11,3";"5,0";"1,4";"6,2";"10";"sommerlich";"";"WA"
"18.07.1995";"20,7";"16,9";"23,5";"17,5";"0,2";"6";"0";"958,1";"65,0";"15,60";"1017,8";"4,8";"7,3";"1,9";"8,7";"10";"sommerlich";"3194";"WA"
"19.07.1995";"23,1";"17,9";"27,4";"19,1";"0,0";"0";"0";"962,0";"59,0";"16,60";"1021,4";"10,4";"4,0";"2,2";"6,2";"10";"sommerlich";"";"WA"
"20.07.1995";"25,1";"16,5";"29,7";"17,8";"0,0";"0";"0";"959,0";"56,0";"17,90";"1017,8";"12,9";"1,7";"1,5";"8,2";"10";"sommerlich";"";"WA"
"21.07.1995";"28,1";"18,3";"33,2";"20,0";"0,0";"0";"0";"955,2";"51,0";"19,30";"1013,1";"11,8";"2,0";"1,3";"5,1";"10";"sommerlich";"";"WA"
"22.07.1995";"25,0";"21,4";"34,5";"20,0";"4,1";"6";"0";"952,4";"60,0";"19,10";"1010,8";"11,4";"3,3";"2,0";"10,3";"10";"sommerlich";"3971";"WA"
"23.07.1995";"15,8";"15,9";"20,0";"14,8";"0,5";"6";"0";"960,7";"89,0";"16,00";"1021,6";"0,0";"8,0";"2,3";"8,7";"10";"herbstlich";"2792";"WA"
"24.07.1995";"18,5";"14,7";"21,5";"15,1";"0,0";"0";"0";"960,3";"75,0";"15,80";"1020,6";"1,4";"5,7";"1,7";"5,1";"10";"herbstlich";"";"WA"
"25.07.1995";"22,4";"14,4";"27,1";"15,5";"0,0";"0";"0";"956,5";"54,0";"14,30";"1015,7";"12,7";"0,0";"1,7";"7,2";"10";"sommerlich";"";"SEA"
"26.07.1995";"25,1";"15,6";"30,2";"16,9";"0,0";"0";"0";"954,1";"53,0";"16,50";"1012,6";"12,8";"1,3";"1,6";"5,1";"10";"sommerlich";"";"SEA"
"27.07.1995";"22,1";"18,3";"27,7";"18,6";"23,8";"6";"0";"956,0";"73,0";"20,10";"1015,2";"9,4";"5,7";"1,7";"8,2";"10";"sommerlich";"3772";"SEA"
"28.07.1995";"17,8";"17,1";"22,1";"16,5";"26,0";"6";"0";"958,0";"87,0";"18,30";"1018,2";"4,5";"7,0";"1,5";"7,7";"10";"sommerlich";"3190";"SEA"
"29.07.1995";"20,3";"15,0";"24,0";"15,8";"0,0";"0";"0";"956,6";"72,0";"16,90";"1016,2";"7,2";"3,7";"1,2";"5,7";"10";"sommerlich";"";"NEA"
"30.07.1995";"21,6";"16,1";"26,4";"16,9";"0,0";"0";"0";"953,9";"57,0";"14,50";"1013,1";"13,0";"0,3";"2,6";"9,8";"10";"sommerlich";"";"NEA"
"31.07.1995";"23,2";"14,9";"28,7";"16,5";"0,0";"0";"0";"952,0";"50,0";"13,50";"1010,8";"12,9";"0,3";"1,9";"7,9";"10";"sommerlich";"";"NEA"
"01.08.1995";"24,2";"15,5";"29,5";"16,6";"0,0";"0";"0";"953,1";"50,0";"14,20";"1011,8";"12,5";"0,7";"1,1";"6,2";"10";"sommerlich";"";"NEA"
"02.08.1995";"23,0";"16,9";"27,6";"17,7";"0,0";"0";"0";"954,5";"52,0";"14,40";"1013,5";"12,8";"3,0";"1,3";"6,2";"10";"sommerlich";"";"NEA"
"03.08.1995";"22,1";"14,7";"26,7";"15,5";"0,0";"0";"0";"953,4";"51,0";"13,40";"1012,5";"13,0";"0,7";"1,1";"6,2";"10";"sommerlich";"";"NEA"
"04.08.1995";"22,0";"14,3";"27,3";"15,3";"0,0";"0";"0";"951,8";"51,0";"13,20";"1010,9";"12,5";"2,7";"1,0";"5,1";"10";"sommerlich";"";"NEA"
"05.08.1995";"23,6";"15,0";"28,4";"15,7";"0,0";"0";"0";"955,3";"49,0";"13,60";"1014,2";"12,9";"1,0";"1,5";"5,7";"10";"sommerlich";"";"NEA"
"06.08.1995";"23,8";"15,0";"29,8";"16,1";"0,0";"0";"0";"955,0";"50,0";"14,20";"1013,9";"12,7";"2,3";"1,0";"5,1";"10";"sommerlich";"";"NEA"
"07.08.1995";"21,8";"17,5";"24,3";"18,5";"31,4";"6";"0";"953,1";"70,0";"18,30";"1012,2";"1,4";"6,7";"1,6";"4,6";"10";"sommerlich";"3608";"HB"
"08.08.1995";"17,2";"15,3";"21,8";"15,8";"9,6";"6";"0";"953,3";"86,0";"17,10";"1013,4";"0,1";"7,7";"2,1";"7,2";"10";"herbstlich";"3040";"HB"
"09.08.1995";"15,2";"14,1";"16,5";"14,6";"2,8";"6";"0";"956,8";"86,0";"14,90";"1017,6";"0,0";"7,7";"2,0";"6,7";"10";"andeutungsweise herbstlich";"2606";"HB"
"10.08.1995";"19,6";"13,4";"23,5";"13,9";"0,0";"0";"0";"960,6";"52,0";"11,50";"1020,7";"12,8";"0,7";"2,3";"8,7";"10";"sommerlich";"";"HB"
"11.08.1995";"21,4";"12,2";"27,2";"13,1";"0,0";"0";"0";"960,1";"48,0";"11,90";"1019,8";"12,6";"1,0";"1,5";"6,7";"10";"sommerlich";"";"BM"
"12.08.1995";"21,8";"12,5";"27,3";"13,5";"0,0";"6";"0";"960,5";"63,0";"15,90";"1020,1";"9,9";"2,7";"0,9";"6,7";"10";"sommerlich";"3356";"BM"
